id,user_id,review_id,timezone,target_type,target_id,target_name,post_message,landing_page_url,status,posted_at,facebook_post_id,facebook_post_url,error_message,retry_count,max_retries,next_retry_at,created_at,updated_at,video_url,video_thumbnail,affiliate_links,channel_name,video_title,review_summary,review_pros,review_cons,review_key_points,review_target_audience,review_cta,review_seo_keywords,scheduled_for
7170ba68-f6b2-4522-afa5-03450c29ff3c,1788ee95-7d22-4b0b-8e45-07ae2d03c7e1,9b3e3329-f1fd-4583-b593-64c6e9a01e77,Asia/Ho_Chi_Minh,page,make-com-handled,Make.com Auto,"🔥 [QUẠT TUẦN HOÀN KHÔNG KHÍ - ENF156IVY] GIÓ MÁT TUẦN HOÀN, THOÁNG ĐÃNG KHÔNG GIAN

📝 undefined

🎥 Xem video gốc:
https://youtube.com/watch?v=xFSbSF1n_rk

⚖️ Bản quyền video thuộc về kênh gốc
Mọi quyền thuộc về kênh gốc. Đây chỉ là nội dung tham khảo.

",http://localhost:3001/review/quat-tuan-hoan-khong-khi-enf156ivy-gio-mat-tuan-hoan-thoang-dang-khong-gian-394596,pending,,,,,0,3,,2025-10-13 04:33:52.324073+00,2025-10-13 04:33:52.324073+00,,,[],,,,,,,,,,2025-10-13T11:35:00.000+07:00
